name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
2MASS J01033563-5515561 AB b,154,13 Jupiters,,2013
2MASS J01225093-2439505 b,117,24.5 Jupiters,14.24,2013,24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,452.8,2.1,-4.5,0,1.333,0.004,-0.009,0,13.4,,,0,1.19,,,0,632.46,82.63,-120.77,0,1.99,0.26,-0.38,0,Msini,0.09,0.14,-0.06,0,,,,,,,,,0,K0 IV,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.03,0.04,-0.04,0,[Fe/H],3.5,0.1,-0.1,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976
2MASS J02192210-3925225 b,129,13.9 Jupiters,15.012,2015
2MASS J04414489+2301513 b,457,7.5 Jupiters,18.967,2010,24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,883,32.4,-13.8,0,2.08,0.05,-0.02,0,13.9,,,0,1.24,,,0,273.32,111.24,-69.92,0,0.86,0.35,-0.22,0,Msini,0.29,0.16,-0.09,0,,,,,,,,,0,K0 IV,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.03,0.04,-0.04,0,[Fe/H],3.5,0.1,-0.1,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976
2MASS J12073346-3932539 b,210,4 Jupiters,20.15,2004
2MASS J19383260+4603591 b,1307,1.9 Jupiters,12.138,2015,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,0,,,,,52,6,-6,0,11.209,,,0,1,,,0,7786.5,794.5,-794.5,0,24.5,2.5,-2.5,0,Mass,,,,,,,,,1600,100,-100,0,0,M3.5 V,3530,50,-50,0,0.37,0.01,-0.01,0,0.4,0.05,-0.05,0,,,,,,4.86,0,0,0,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281,0.0864,-0.086,14.244,0.074,-0.074,9.198,0.026,-0.026,12.9025,0.001151,-0.001151
2MASS J21402931+1625183 A b,82,20.95 Jupiters,17.396,2009
2MASS J22362452+4751425 b,241,12.5 Jupiters,12.51,2016,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,0,,,,,156,10,-10,0,16.141,0.336,-0.336,0,1.44,0.03,-0.03,0,4417.837,349.613,-349.613,0,13.9,1.1,-1.1,0,Mass,,,,,,,,,,,,,0,M6,3064,76,-76,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,,4.59,0.06,-0.06,0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,40.0896412,0.1940496,-0.1940496,,,,10.404,0.025,-0.025,15.0123,0.000624,-0.000624
30 Arietis B b,146,13.82 Jupiters,6.962,2009
42 Draconis b,296,3.88 Jupiters,4.82,2008,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,0,,,,,15,,,0,12.6,,,0,1.13,,,0,2383.6,794.5,-794.5,0,7.5,2.5,-2.5,0,Mass,,,,,,,,,,,,,0,M8.5,2936,182,-182,0,0.23,0.01,-0.01,0,0.02,,,0,,,,,,5.01,0,0,0,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,120.423987,5.4783417,-5.4783417,,,,13.161,0.025,-0.025,18.9668,0.006833,-0.006833
47 Ursae Majoris b,45,2.53 Jupiters,5.05,1996
47 Ursae Majoris c,45,0.54 Jupiters,5.05,2001,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,0,,,,,55,,,0,12.9,,,0,1.15,,,0,1589.15,635.66,-635.66,0,5,2,-2,0,Mass,,,,,,,,,1250,200,-200,0,0,M8,2825,157,-157,0,0.22,0.01,-0.01,0,0.02,,,0,,,,,,5.03,0.02,-0.02,0,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.308,0.6569,-0.644,20.15,0.19,,11.945,0.026,-0.026,17.4076,0.002154,-0.002154
47 Ursae Majoris d,45,1.64 Jupiters,5.05,2009
4 Ursae Majoris b,240,7.1 Jupiters,4.61,2006,2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,1,1,Imaging,2009,W. M. Keck Observatory,0,7336.5,1934.5,-584,0,,,,,10.31,4.37,-4.04,0,0.92,0.39,-0.36,0,6657.48,26629.91,-6657.48,0,20.95,83.79,-20.95,0,Mass,0.26,0.06,-0.06,0,,,,,2075,70,-70,0,0,M8.5,2300,80,-80,0,0.12,0.05,-0.04,0,0.08,0.06,-0.06,0,,,,,,5.22,0.05,-0.05,0,21h40m29.24s,325.1218214,+16d25m16.83s,16.4213408,33.1156898,0.4759328,-0.4759328,,,,11.826,0.031,-0.031,17.3961,0.004861,-0.004861
51 Eridani b,96,2 Jupiters,5.23,2015
51 Pegasi b,50,0.46 Jupiters,5.5,1995,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,0,,,,,230,20,-20,0,12.3,,,0,1.1,,,0,3972.875,476.745,-476.745,0,12.5,1.5,-1.5,0,Mass,,,,,,,,,,,,,0,K7 V,4045,35,-35,0,0.64,0.06,-0.06,0,0.6,0.05,-0.05,0,,,,,,4.62,0.09,-0.13,0,22h36m24.62s,339.1025931,+47d51m42.06s,47.861683,69.5737,0.1592,-0.1585,12.368,0.057,-0.057,9.148,0.018,-0.018,11.9484,0.000737,-0.000737
55 Cancri b,41,0.8306 Jupiters,5.96,1996
55 Cancri c,41,0.1714 Jupiters,5.96,2004,4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,0,269.3,1.96,-1.96,0,0.87,0.04,-0.04,0,12.7,,,0,1.13,,,0,2256.5,508.5,-508.5,0,7.1,1.6,-1.6,0,Msini,0.432,0.024,-0.024,0,,,,,,,,,0,K1 III,4415,70,-70,0,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,-0.25,0.04,-0.04,0,[Fe/H],1.8,0.15,-0.15,0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603,1.18605,-1.18605,4.5801,0.023,-0.023,1.734,0.218,-0.218,4.23773,0.0047288,-0.0047288
55 Cancri d,41,3.878 Jupiters,5.96,2002
55 Cancri e,41,8.08 Earths,5.96,2004,47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,0,1078,2,-2,0,2.1,0.02,-0.02,0,13.2,,,0,1.18,,,0,804.08,22.25,-19.07,0,2.53,0.07,-0.06,0,Msini,0.032,0.014,-0.014,0,,,,,,,,,0,G0 V,5872,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.04,0.1,-0.1,0,[M/H],4.3,0.07,-0.07,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
55 Cancri f,41,0.141 Jupiters,5.96,2007
61 Virginis b,28,5.1 Earths,4.74,2009,47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,0,2391,100,-87,0,3.6,0.1,-0.1,0,14.2,,,0,1.27,,,0,171.621,20.976,-23.201,0,0.54,0.066,-0.073,0,Msini,0.098,0.047,-0.096,0,,,,,,,,,0,G1 V,5872,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.04,0.1,-0.1,0,[M/H],4.3,0.07,-0.07,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
61 Virginis c,28,18.2 Earths,4.74,2009
61 Virginis d,28,22.9 Earths,4.74,2009,47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,0,14002,4018,-5095,0,11.6,2.1,-2.9,0,13.5,,,0,1.2,,,0,521.22,92.17,-152.55,0,1.64,0.29,-0.48,0,Msini,0.16,0.09,-0.16,0,,,,,,,,,0,G0V,5872,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.04,0.1,-0.1,0,[M/H],4.3,0.07,-0.07,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
6 Lyncis b,179,2.01 Jupiters,5.86,2008
70 Virginis b,58,7.49 Jupiters,4.97,1996,51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.230785,0.000036,-0.000036,0,0.0527,0.003,-0.003,0,14.3,,,0,1.27,,,0,146.2018,19.0698,-3.1783,0,0.46,0.06,-0.01,0,Mass,0.013,0.012,-0.012,0,,,,,,,,,0,G5V,5758,101.62,-119.62,0,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0,0.18,0.1,-0.1,0,[M/H],4.31,0.08,-0.06,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614,0.0297,-0.0297,5.45309,0.023,-0.023,3.911,0.021,-0.021,5.28647,0.002768,-0.002768
75 Ceti b,271,3 Jupiters,5.35,2012
7 Canis Majoris b,65,1.85 Jupiters,3.92,2011,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,934.3,8.6,-8.6,0,2.11,0.11,-0.11,0,13.4,,,0,1.19,,,0,638.8383,24.47291,-24.47291,0,2.01,0.077,-0.077,0,Msini,0.073,0.036,-0.036,0,,,,,,,,,0,K0 IV,4938,,,0,5.2,,,0,1.44,,,0,-0.13,0.02,-0.02,0,[Fe/H],3.19,,,0,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599,0.2734,-0.2734,5.87307,0.023,-0.023,3.701,0.3,-0.3,5.60686,0.001085,-0.001085
7 Canis Majoris c,65,0.87 Jupiters,3.92,2019
81 Ceti b,331,5.3 Jupiters,5.65,2008,61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,4.215,0.0006,-0.0006,0,0.050201,0.000005,-0.000005,0,2.11,,,0,0.188,,,0,5.1,0.5,-0.5,0,0.016,0.002,-0.002,0,Msini,0.12,0.11,-0.11,0,,,,,,,,,0,G5 V,5577,33,-33,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.01,,,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
8 Ursae Minoris b,533,1.31 Jupiters,6.83,2015
91 Aquarii b,144,3.2 Jupiters,4.25,2013,61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,38.021,0.034,-0.034,0,0.2175,0.0001,-0.0001,0,4.46,,,0,0.398,,,0,18.2,1.1,-1.1,0,0.057,0.003,-0.003,0,Msini,0.14,0.06,-0.06,0,,,,,,,,,0,G5 V,5577,33,-33,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.01,,,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
AB Pictoris b,163,13.5 Jupiters,9.128,2005
Alpha Arietis b,66,1.8 Jupiters,2,2010,61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,123.01,0.55,-0.55,0,0.476,0.001,-0.001,0,5.11,,,0,0.456,,,0,22.9,2.6,-2.6,0,0.072,0.008,-0.008,0,Msini,0.35,0.09,-0.09,0,,,,,,,,,0,G5 V,5577,33,-33,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.01,,,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
Alpha Tauri b,67,6.47 Jupiters,0.85,2015
AU Microscopii b,32,0.18 Jupiters,8.81,2020,7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,735.1,14.8,-1,0,1.758,0.024,-0.001,0,13.4,,,0,1.2,,,0,587.9855,19.0698,-19.0698,0,1.85,0.06,-0.06,0,Msin(i)/sin(i),0.06,0.03,-0.03,0,,,,,,,,,0,K1 III,4826,45,-55,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.21,0.1,-0.1,0,[Fe/H],3.19,0.06,-0.07,0,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348
BD+03 2562 b,8540,6.4 Jupiters,9.58,2017
BD-06 1339 b,66,8.5 Earths,9.7,2013,7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,0,996,1.5,-52.4,0,2.153,0.003,-0.08,0,13.9,,,0,1.24,,,0,276.5121,19.0698,-19.0698,0,0.87,0.06,-0.06,0,Msin(i)/sin(i),0.08,0.05,-0.04,0,,,,,,,,,0,K1III(+M),4826,45,-55,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.21,0.1,-0.1,0,[Fe/H],3.19,0.06,-0.07,0,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348
BD-06 1339 c,66,0.17 Jupiters,9.7,2013
BD-08 2823 b,135,12.7132 Earths,9.88,2009,70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,0,116.688,0.0054,-0.0054,0,0.481,0.022,-0.022,0,12.6,,,0,1.13,,,0,2380.45,193.87,-193.87,0,7.49,0.61,-0.61,0,Mass,0.3988,0.0019,-0.0019,0,,,,,,,,,0,G5V,5495,,,0,1.89,,,0,1.09,,,0,-0.09,0.03,-0.03,0,[Fe/H],3.95,,,0,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011,0.056,-0.0557,4.96808,0.023,-0.023,3.5,0.294,-0.294,4.76178,0.0044158,-0.0044158
BD-08 2823 c,135,0.33 Jupiters,9.88,2009
BD-10 3166 b,276,0.59 Jupiters,10.08,2000,8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,93.4,4.5,-4.5,0,0.49,0.02,-0.02,0,13.6,,,0,1.22,,,0,416.3573,50.8528,-50.8528,0,1.31,0.16,-0.16,0,Msini,0.06,0.09,-0.09,0,,,,,,,,,0,K0,4847,7,-7,0,10.3,0.57,-0.57,0,1.44,0.19,-0.19,0,-0.03,,,0,[Fe/H],2.57,0.03,-0.03,0,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552,0.651,-0.646,6.83295,0.023,-0.023,4.515,0.02,-0.02,6.55896,0.000237,-0.000237
BD-11 4672 b,89,0.65 Jupiters,9.99,2014
BD-11 4672 c,89,15.37 Earths,9.99,2020,81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,952.7,8.8,-8.8,0,2.5,,,0,12.8,,,0,1.14,,,0,1684.4,,,0,5.3,,,0,Msini,0.206,0.029,-0.029,0,,,,,,,,,0,G5 III,4785,25,-25,0,11,2,-1,0,2.4,0.1,-0.4,0,-0.06,0.03,-0.03,0,[Fe/H],2.35,0.08,-0.08,0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065,-0.0031065
BD-13 2130 b,3095,9.78 Jupiters,9.45,2007
BD+14 4559 b,161,1.04 Jupiters,9.63,2009,AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,0,,,,,260,,,0,12.3,,,0,1.1,,,0,4290.5,158.9,-158.9,0,13.5,0.5,-0.5,0,Mass,,,,,,,,,,,,,0,K2 V,5285,10,-9,0,1,0.03,-0.02,0,0.9,0.1,-0.1,0,0.04,0.02,-0.02,0,[Fe/H],4.53,0.01,-0.01,0,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332
BD+15 2375 b,2525,1.061 Jupiters,10.31,2016
BD+15 2940 b,1408,1.11 Jupiters,9.046,2013,AU Mic b,AU Mic,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.46321,0.00004,-0.00004,0,0.066,0.007,-0.006,0,4.203,0.202,-0.202,0,0.375,0.018,-0.018,0,57.2094,,,1,0.18,,,1,Msini,0.1,0.17,-0.09,0,,,,,,,,,0,M1VE,3700,100,-100,0,0.75,0.03,-0.03,0,0.5,0.03,-0.03,0,,,,,,4.57,0.01,-0.01,0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731
BD-17 63 b,113,5.1 Jupiters,9.566,2008
BD+20 2457 b,5450,55.59 Jupiters,9.75,2009,BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,0,481.9,2.7,-2.8,0,1.3,0.1,-0.1,0,12.7,,,0,1.13,,,0,2034.112,413.179,-413.179,0,6.4,1.3,-1.3,0,Msini,0.2,0.12,-0.08,0,,,,,,,,,0,,4095,20,-20,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,-0.71,0.09,-0.09,0,[Fe/H],1.89,0.1,-0.1,0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292
BD+20 2457 c,5450,12.47 Jupiters,9.75,2009
BD+20 274 b,4514,4.2 Jupiters,9.36,2012,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,0,268.94,0.99,-0.99,0,0.78,0.05,-0.05,0,13.8,,,0,1.23,,,0,330.5432,149.3801,-149.3801,0,1.04,0.47,-0.47,0,Msini,0.29,0.03,-0.03,0,,,,,,,,,0,K2 V,4864,101,-101,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,0.17,,,0,[Fe/H],4.26,0.29,-0.29,0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.000253,-0.000253
BD+20 594 b,588,22.2481 Earths,11.038,2016
BD+48 738 b,2910,0.91 Jupiters,9.14,2011,BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,153.22,0.44,-0.44,0,0.576,0.027,-0.027,0,13.8,,,0,1.23,,,0,337.21763,85.8141,-85.8141,0,1.061,0.27,-0.27,0,Msini,0.001,0.25,-0.001,0,,,,,,,,,0,G5,4649,30,-30,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,-0.22,0.08,-0.08,0,[Fe/H],2.61,0.12,-0.12,0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458
BD+48 740 b,2215,1.7 Jupiters,8.699,2018
BD+49 828 b,1460,1.6 Jupiters,9.38,2015,BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,0,137.48,0.34,-0.34,0,0.539,,,0,13.7,,,0,1.23,,,0,352.78,,,0,1.11,,,0,Msini,0.26,0.1,-0.1,0,,,,,,,,,0,K0,4796,117,-117,0,14.7,2.8,-2.8,0,1.1,0.2,-0.2,0,0.28,0.07,-0.07,0,[Fe/H],2.8,0.45,-0.45,0,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291
Beta Cancri b,295,7.8 Jupiters,3.53,2014
Beta Pictoris b,64,11 Jupiters,3.85,2008,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,379.63,2,-2,0,1.05,0.07,-0.07,0,11.6,,,0,1.03,,,0,17668.1697,24965.5465,-24965.5465,0,55.59,78.55,-78.55,0,Msini,0.15,0.03,-0.03,0,,,,,,,,,0,K2 II,4259,64,-64,0,71.02,73.63,-73.63,0,10.83,22.96,-22.96,0,-0.79,,,0,[Fe/H],1.77,0.19,-0.19,0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
Beta Pictoris c,64,9 Jupiters,3.85,2019
